,count,mean,std,min,25%,50%,75%,max,missing_rate,skew,n_notna,is_binary_01
AL_171,1486.0,0.5171267572522465,0.49967008903321875,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.06829904362331718,1486,False
AL_172,1486.0,0.008293602863169259,0.034535854904737866,5.7140340350527294e-34,6.41686523498804e-06,0.00016367254068105002,0.004574652609594425,0.8959506490884529,0.4930058000682361,16.782771571003572,1486,False
AL_173,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_174,1486.0,0.525620428305493,0.4981726775997254,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.1033669916214813,1486,False
AL_175,1486.0,0.011217575960695602,0.04036079199038695,8.637174598502807e-41,6.6548598982541866e-06,0.0002186082577552,0.00629378673105395,0.8621516971851297,0.4930058000682361,12.199382381221234,1486,False
AL_176,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_177,1486.0,0.5033647375504711,0.5001569964378072,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.013472858567182899,1486,True
AL_178,1486.0,0.009717579350885614,0.03618837474790834,4.2884152203839627e-29,8.477631004585203e-06,0.000201640796827,0.004976317100254275,0.8965638808940772,0.4930058000682361,14.861104294716606,1486,False
AL_179,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_180,1486.0,0.5258161712903072,0.49932135326151744,0.0,0.0,1.0,1.0,1.0,0.4930058000682361,-0.1031513467796108,1486,False
AL_181,1486.0,0.011389684482462891,0.03881841900085596,9.720385606737811e-27,9.196176753887324e-06,0.00030656654162365,0.006393573196546875,0.8587800000000266,0.4930058000682361,12.14468877859751,1486,False
AL_182,1486.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4930058000682361,0.0,1486,True
AL_183,985.0,0.5482233502538071,0.4979218916924313,0.0,0.0,1.0,1.0,1.0,0.6639372227908563,-0.19409255029584216,985,True
AL_184,985.0,0.010370760921195087,0.04210216661204881,3.40020396e-06,2.407814754345004e-05,0.000278378186554,0.0043954609585098,0.88608636,0.6639372227908563,12.956670080570255,985,False
AL_185,985.0,264690.0,0.0,264690.0,264690.0,264690.0,264690.0,264690.0,0.6639372227908563,0.0,985,False
AL_186,2012.0,0.01145235286633479,0.045246055927280315,4.388601232537598e-21,6.29141225263615e-05,0.0007472904831832,0.006500028905563975,0.9000000007095046,0.3135448652337086,11.951724821101312,2012,False
AL_187,1041.0,0.5293077500864422,0.4992920574168968,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.11757613881214675,1041,False
AL_188,1041.0,0.010278282351547015,0.04131475646820602,5.717471365328775e-41,2.09571623263502e-05,0.0002859650576919,0.0050121543705866,0.8967423303994021,0.6448311156601843,13.79359251105653,1041,False
AL_189,1041.0,0.5189037268060174,0.4971870217743505,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.07892911436173475,1041,False
AL_190,1041.0,0.012816552029490766,0.04658428401158909,4.3902247057171287e-29,9.48368085524428e-07,0.000286224538525,0.0070687180121365,0.8681571902485299,0.6448311156601843,10.899481453559886,1041,False
AL_191,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_192,1041.0,0.4784461897185498,0.49553563000302503,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.08739900440683432,1041,False
AL_193,1041.0,0.5430641323007702,0.49751194028396195,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.1736767488273235,1041,False
AL_194,1041.0,0.009151181098023674,0.04060745756088554,1.0278240341662204e-44,1.217167627059329e-06,0.0002506285931964,0.0040497930000059,0.8976690000000097,0.6448311156601843,15.18867891717834,1041,False
AL_195,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_196,1041.0,0.5075186282059811,0.49814527715142615,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.02960483204429648,1041,False
AL_197,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_198,1041.0,0.5015047587496635,0.4944207576304457,0.0,0.0,0.5467335267622923,1.0,1.0,0.6448311156601843,-0.0058819987956997295,1041,False
AL_199,1041.0,0.011594855170763923,0.04295368535696941,2.6484775212722576e-31,1.3953706807148778e-07,0.0002979226363247,0.0063056905514425,0.9001123569210596,0.6448311156601843,13.018666312962557,1041,False
AL_200,1041.0,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,1.0,1.0,0.6448311156601843,-32.264531609803335,1041,True
AL_201,1041.0,0.46768912631400594,0.4822645239182421,0.0,0.0,0.2029443492858805,1.0,1.0,0.6448311156601843,0.12600057253664326,1041,False
AL_202,1041.0,0.5052070577573196,0.4972903734613926,0.0,0.0,0.6943906641503959,1.0,1.0,0.6448311156601843,-0.02081180730087086,1041,False
AL_203,1041.0,0.012326901827713607,0.044393414511494776,1.5588054369488531e-31,3.3677984729565537e-07,0.0001970735378592,0.0064947344710687,0.9400258077429572,0.6448311156601843,13.144285558799112,1041,False
AL_204,1041.0,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,1.0,1.0,0.6448311156601843,-32.264531609803335,1041,True
AL_205,1041.0,0.5014634147595837,0.4953413363606471,0.0,0.0,0.5312998321931112,1.0,1.0,0.6448311156601843,-0.005438691051531532,1041,False
AL_206,1041.0,0.5387463047009151,0.497897960737912,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.15593628590801623,1041,False
AL_207,1041.0,0.0110767752896844,0.04337031873618613,6.7020781956825835e-31,1.8521938829274834e-07,0.0001361988,0.005490780693638,0.900000000013457,0.6448311156601843,13.001198851102108,1041,False
AL_208,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_209,1041.0,0.49977999031308945,0.4963909153808243,0.0,0.0,0.5061751058906246,1.0,1.0,0.6448311156601843,0.0010830448278670586,1041,False
AL_210,1041.0,0.5266311905812426,0.4993634334516715,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.10645884439283027,1041,False
AL_211,1041.0,0.010911885532429786,0.04419486464494321,6.768843743323083e-39,2.1043816195271e-05,0.0001595052693958,0.0049257280530514,0.9045506936220592,0.6448311156601843,13.188409897791448,1041,False
AL_212,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_213,1041.0,0.4892359915084767,0.4996930404316767,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.04263622635520037,1041,False
AL_214,752.0,0.5478248853120693,0.49794927684783835,0.0,0.0,1.0,1.0,1.0,0.7434322756738314,-0.19271893784978278,752,False
AL_215,752.0,0.017661200882409387,0.06470406045687041,2.104380000000153e-05,0.0001426647567724,0.00098528305978535,0.009178420803374075,0.9002137968548173,0.7434322756738314,8.40989577159773,752,False
AL_216,752.0,0.9986702127659575,0.03646624787447364,0.0,1.0,1.0,1.0,1.0,0.7434322756738314,-27.42261840160418,752,True
AL_217,752.0,0.5078952117738227,0.49933887827178525,0.0,0.0,1.0,1.0,1.0,0.7434322756738314,-0.0323882532356237,752,False
AL_218,1041.0,0.494837212600192,0.4998093320976797,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.020547746165743796,1041,False
AL_219,1041.0,0.011329331179376356,0.04296650323375788,1.3908734124493319e-34,1.1497276014419126e-06,0.000264869654181,0.0057519202957838,0.9000000005733392,0.6448311156601843,12.40923214930516,1041,False
AL_220,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_221,1041.0,0.5187296739801914,0.49840546546534786,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.07418341037883154,1041,False
AL_222,1041.0,0.5221490615518778,0.49943253551568706,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.08947324809845626,1041,False
AL_223,1041.0,0.5064004254165111,0.5000682933256627,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.025286661232132294,1041,False
AL_224,1041.0,0.01084131423440055,0.042346140508271214,5.475383771348974e-18,2.6661954486795257e-05,0.0003811331736075,0.0055101820733759,0.8968867830583244,0.6448311156601843,13.13579285453268,1041,False
AL_225,1041.0,0.5111636279490052,0.4996626222910332,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.045015294324609934,1041,False
AL_226,1041.0,0.012391935977067553,0.04570054662947519,2.3504241216451127e-33,3.187986180016461e-06,0.0003625683856013,0.0059012530620182,0.8563300961229084,0.6448311156601843,11.107902924461879,1041,False
AL_227,1041.0,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,1.0,1.0,0.6448311156601843,-32.264531609803335,1041,True
AL_228,1041.0,0.5133339796870053,0.4977130538103931,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.05066043578864475,1041,False
AL_229,1041.0,0.5117873426811136,0.49962610113157946,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.04655739134197506,1041,False
AL_230,1041.0,0.00918040609459719,0.04052222864811393,2.2510080216006545e-27,8.982060606786694e-06,0.0003074690106253,0.0043979572394079,0.9027719932079058,0.6448311156601843,15.317609372632235,1041,False
AL_231,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_232,1041.0,0.4889997206476313,0.49904123823078295,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.0442722463286296,1041,False
AL_233,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_234,1041.0,0.5295577824525222,0.4982200240002968,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.11871700223891041,1041,False
AL_235,1041.0,0.01130401118335601,0.04379395475861621,1.853436141065301e-39,7.064870746046274e-07,0.0002943324928657,0.0056921626360283,0.9344638120781212,0.6448311156601843,13.236347997063998,1041,False
AL_236,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_237,1041.0,0.5103242240814793,0.49628058999876284,0.0,0.0,0.9149370015367588,1.0,1.0,0.6448311156601843,-0.04250743604883948,1041,False
AL_238,1041.0,0.49330053583889744,0.4988246762575603,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.02756103497144127,1041,False
AL_239,1041.0,0.011559637238450797,0.04375614615116908,4.5807212936460704e-37,6.253934889990691e-07,0.0001688861868037,0.0066559772696255,0.8998470000008755,0.6448311156601843,12.820373971362484,1041,False
AL_240,1041.0,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,1.0,1.0,0.6448311156601843,-32.264531609803335,1041,True
AL_241,1041.0,0.5167225694440388,0.4975365385463955,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.06588985290227499,1041,False
AL_242,1041.0,0.49860272466169936,0.4995868471764499,0.0,0.0,0.0613891645650922,1.0,1.0,0.6448311156601843,0.005147629762304284,1041,False
AL_243,1041.0,0.01149886227325603,0.0446525491459138,2.8515743693285588e-33,2.25226548830653e-07,0.0001297527874105,0.0050942414414248,0.9000219422971574,0.6448311156601843,12.815556151836754,1041,False
AL_244,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_245,1041.0,0.514045726429294,0.49771439509607956,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.05737724324438484,1041,False
AL_246,1041.0,0.5004803073967339,0.5002400960522526,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.001924003923713547,1041,True
AL_247,1041.0,0.011295454596910434,0.04374058405452816,4.150536702238266e-34,1.8113482186242924e-05,0.000293513245848,0.0058228999079092,0.8998360848653515,0.6448311156601843,12.82131979526733,1041,False
AL_248,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_249,1041.0,0.5138078225059369,0.499405541357283,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.05393940805626967,1041,False
AL_250,991.0,0.5547512745749815,0.4963412666252774,0.0,0.0,1.0,1.0,1.0,0.6618901398839986,-0.22027559004055042,991,False
AL_251,991.0,0.014391250095879615,0.057123666082121924,8.758803848555799e-06,7.882519712489948e-05,0.0007082565664213,0.0070307501441548,0.9000000002069558,0.6618901398839986,9.503730172141417,991,False
AL_252,991.0,0.9989909182643795,0.031766046899489794,0.0,1.0,1.0,1.0,1.0,0.6618901398839986,-31.48015247739439,991,True
AL_253,991.0,0.496468213925328,0.5002399815489962,0.0,0.0,0.0,1.0,1.0,0.6618901398839986,0.014148921880874254,991,True
AL_254,1041.0,0.5115405771387759,0.4990872944460556,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.04574890758094605,1041,False
AL_255,1041.0,0.011289900627756694,0.043615083389635344,2.745904307421747e-33,2.87961134225479e-06,0.0001652942560886,0.0053708718643616,0.9003025488987747,0.6448311156601843,11.985227126283597,1041,False
AL_256,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_257,1041.0,0.4857751280172462,0.4990999245834546,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.0567838058696233,1041,False
AL_258,1041.0,0.4899135446685879,0.5001385310197529,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.0404122874085753,1041,True
AL_259,1041.0,0.5341018251681076,0.49907547718692596,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.13692305184983355,1041,True
AL_260,1041.0,0.010292228442410139,0.041925892637659105,3.4479613606058557e-17,2.329463806842733e-05,0.0002810853291321,0.0047957860905516,0.8963728542634292,0.6448311156601843,13.190073655767,1041,False
AL_261,1041.0,0.5025659339238071,0.49945122510128426,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.009762739161594248,1041,False
AL_262,1041.0,0.013162494192637583,0.04595108893976272,2.892597798997409e-31,2.847535808807599e-06,0.0003331207102817,0.0069550348684301,0.8563505178349181,0.6448311156601843,10.766176972579359,1041,False
AL_263,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_264,1041.0,0.4886742131978751,0.49867447137819215,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.04587531721625353,1041,False
AL_265,1041.0,0.546549294179216,0.497310929265849,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.1881502559691526,1041,False
AL_266,1041.0,0.008759526726154621,0.03991631381378779,3.746633383848723e-32,2.76689168080359e-06,0.0001782235781785,0.0039831419349053,0.8980119785024174,0.6448311156601843,15.691846037735274,1041,False
AL_267,1041.0,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,1.0,1.0,0.6448311156601843,-32.264531609803335,1041,True
AL_268,1041.0,0.5224197628576259,0.4982164510017217,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.08904298592354351,1041,False
AL_269,1041.0,0.9990393852065321,0.030993786368687184,0.0,1.0,1.0,1.0,1.0,0.6448311156601843,-32.264531609803335,1041,True
AL_270,1041.0,0.5279860625162612,0.4981982675389643,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.11261457759348305,1041,False
AL_271,1041.0,0.01227476581353377,0.04524346958647568,6.014533402401039e-26,4.653555062963392e-07,0.0002707362872169,0.0069134520331997,0.9874117576904664,0.6448311156601843,13.43430525935492,1041,False
AL_272,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_273,1041.0,0.4624216025181887,0.4924787705337106,0.0,0.0,0.0,1.0,1.0,0.6448311156601843,0.15212375332321448,1041,False
AL_274,1041.0,0.5558676698656748,0.49645889212357913,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.22579510739539368,1041,False
AL_275,1040.0,0.010621331834000245,0.04311004847039449,7.949535705347606e-29,4.692271117423692e-07,0.0001381896600832,0.0042936997537216005,0.8997966000024047,0.6451722961446605,13.37474812839611,1040,False
AL_276,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_277,1041.0,0.49286427353795753,0.4969953828005605,0.0,0.0,0.0904804707301045,1.0,1.0,0.6448311156601843,0.029229621885262982,1041,False
AL_278,1041.0,0.5393787813781531,0.498305272969156,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.15912075299350564,1041,False
AL_279,1041.0,0.011636754875972358,0.0436969315287074,1.1775520281245863e-29,3.683171966993463e-07,0.0002354427163276,0.0056822314904187,0.9000006090395046,0.6448311156601843,12.766430344677973,1041,False
AL_280,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_281,1041.0,0.49705142673816977,0.4986806370058288,0.0,0.0,0.1793567525554089,1.0,1.0,0.6448311156601843,0.012346123613970899,1041,False
AL_282,1041.0,0.5437079731027857,0.4983253563608195,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.17575709217673968,1041,True
AL_283,1041.0,0.011533312977483839,0.043519504258650456,1.1808262191962469e-33,2.010141103840101e-05,0.0002550201734595,0.0056781360070465,0.8998330926095846,0.6448311156601843,12.850532802752607,1041,False
AL_284,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_285,1041.0,0.512553496865126,0.4998467057539502,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.05043137779181338,1041,False
AL_286,979.0,0.5567689741886979,0.4967171426060075,0.0,0.0,1.0,1.0,1.0,0.665984305697714,-0.22886956360595792,979,False
AL_287,979.0,0.014687379176187726,0.057167554102412796,1.0050210268168832e-05,7.12703162693104e-05,0.0007454755918857,0.006883275625091501,0.914701337280236,0.665984305697714,9.611020520382906,979,False
AL_288,979.0,0.9979570990806946,0.04517534796279607,0.0,1.0,1.0,1.0,1.0,0.665984305697714,-22.090652581469907,979,True
AL_289,979.0,0.49595861286325255,0.4994115789880891,0.0,0.0,0.0,1.0,1.0,0.665984305697714,0.016674145858471334,979,False
AL_290,1041.0,0.5131564093678268,0.4995342280647111,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.053576425936187104,1041,False
AL_291,1041.0,0.01184249978775222,0.043365452995922746,4.27915245976562e-34,7.267343803238047e-06,0.0002425344620278,0.0070459975756788,0.9000000018736539,0.6448311156601843,12.284830939997239,1041,False
AL_292,1041.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6448311156601843,0.0,1041,True
AL_293,1041.0,0.5148854904823107,0.4986230580602404,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.06042318329285883,1041,False
AL_294,1041.0,0.5074534846366103,0.5000002033487874,0.0,0.0,1.0,1.0,1.0,0.6448311156601843,-0.029503861739964506,1041,False
AL_295,1632.0,0.5122549019607843,0.5000030054850102,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.04907945958606659,1632,True
AL_296,1632.0,0.009571974807920759,0.035620211674069396,5.575527000063594e-07,1.0039537511347806e-05,0.00022594995373785,0.005242930917995575,0.9024954404364992,0.44319344933469806,14.720648262477464,1632,False
AL_297,1632.0,0.5378064637675033,0.4983418332316075,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.15147504536678044,1632,False
AL_298,1632.0,0.01123783051756811,0.038319792805452633,4.2762350476239114e-37,7.0159453296033395e-06,0.0003227700870073,0.006503509439296826,0.8588179609795872,0.44319344933469806,12.125725059783921,1632,False
AL_299,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_300,1632.0,0.5040152668675705,0.49977849605264635,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.016505323620138065,1632,False
AL_301,1632.0,0.46431296860600757,0.4862110718291161,0.0,0.0,0.022400174864728797,1.0,1.0,0.44319344933469806,0.14085443963073288,1632,False
AL_302,1632.0,0.0109989650604241,0.03728395083044386,1.8330044743152893e-30,1.7479427967330435e-07,0.00012991088966215,0.005982882147044375,0.9000018177536526,0.44319344933469806,12.927877889791333,1632,False
AL_303,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_304,1632.0,0.3736584484520482,0.43897527330736885,0.0,0.0,0.0073242635526064494,0.985573834360084,1.0,0.44319344933469806,0.5114513996124772,1632,False
AL_305,1632.0,0.4963235294117647,0.5001397359468698,0.0,0.0,0.0,1.0,1.0,0.44319344933469806,0.0147198126064635,1632,True
AL_306,1632.0,0.008364281572965794,0.033695118470753634,2.5836041053497873e-40,1.8189212554175671e-06,0.00014485702504965,0.0038063237869618,0.9056777288952256,0.44319344933469806,17.10428882644553,1632,False
AL_307,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_308,1632.0,0.5178922432507321,0.4994244700101139,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.0721496708969732,1632,False
AL_309,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_310,1632.0,0.5072696215548395,0.49917010728376654,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.029205096556919576,1632,False
AL_311,1632.0,0.010275368996890698,0.03599452205179076,5.7132364692455995e-46,1.9902583605948774e-07,0.00016252495050885,0.005556672265326025,0.9001538991657192,0.44319344933469806,14.1737272338556,1632,False
AL_312,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_313,1632.0,0.5012765518783445,0.4990763369304605,0.0,0.0,0.7311249349392686,1.0,1.0,0.44319344933469806,-0.005573712594334442,1632,False
AL_314,1632.0,0.5182940289462528,0.4994796197837847,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.07338404173011198,1632,False
AL_315,1632.0,0.01059234986969497,0.03764519309041036,3.44593184725799e-34,1.2177041787199381e-06,0.0001437114792164,0.004980850616947325,0.8998794266187612,0.44319344933469806,14.061591593423577,1632,False
AL_316,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_317,1632.0,0.5006110281574017,0.49889226603383907,0.0,0.0,0.5381863358545289,1.0,1.0,0.44319344933469806,-0.002372197227613176,1632,False
AL_318,1632.0,0.49886614234772775,0.5000740110988534,0.0,0.0,0.0,1.0,1.0,0.44319344933469806,0.004758407107354193,1632,False
AL_319,1632.0,0.01099625903786591,0.038205236574390365,4.632876710509223e-35,3.9723686127616384e-07,0.00012660900748435002,0.00490580880617655,0.9001696742075745,0.44319344933469806,13.087009372409614,1632,False
AL_320,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_321,1632.0,0.4792027395204627,0.4986637586247033,0.0,0.0,0.0,1.0,1.0,0.44319344933469806,0.08343194663261305,1632,False
AL_322,1632.0,0.5104166666666666,0.5000447047253788,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.04171406177969,1632,True
AL_323,1632.0,0.01055918074128993,0.0368030820249844,1.7919845830502155e-34,8.577866908338204e-06,0.00024026890791240002,0.00634942752647575,0.9016426459935546,0.44319344933469806,14.087617698719262,1632,False
AL_324,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_325,1632.0,0.49387254901960786,0.5001156981346014,0.0,0.0,0.0,1.0,1.0,0.44319344933469806,0.024534200178224167,1632,True
AL_326,1632.0,0.5214460784313726,0.4996929696532134,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.08594234436773715,1632,True
AL_327,1632.0,0.012024059588552323,0.04688196557310742,1.4041625107585702e-09,3.444314597146035e-05,0.0004791655609538,0.006267630898377575,0.9027961633468724,0.44319344933469806,11.157681438883454,1632,False
AL_328,1632.0,0.9154411764705882,0.2783093417979895,0.0,1.0,1.0,1.0,1.0,0.44319344933469806,-2.9891265421289113,1632,True
AL_329,1632.0,0.5066626384114575,0.4999005651724169,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.026666501603057696,1632,False
AL_330,1632.0,0.5182560031275422,0.4995754903088899,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.07336955658789794,1632,False
AL_331,1632.0,0.009310268934399204,0.03512659783293913,4.5420534073764746e-35,2.308191747905889e-06,0.00011863279015415001,0.00484103442736075,0.8999307584188133,0.44319344933469806,14.450758696825604,1632,False
AL_332,1632.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.44319344933469806,0.0,1632,True
AL_333,1632.0,0.5069008351401162,0.4994142925663372,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.027091305966534873,1632,False
AL_334,1632.0,0.5018382352941176,0.5001498765524193,0.0,0.0,1.0,1.0,1.0,0.44319344933469806,-0.007359757080148465,1632,True
