column,missing_rate,label_rate_when_missing,label_rate_when_present,label_rate_delta_missing_minus_present,missing_label_corr
AL_136,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_111,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_112,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_113,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_114,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_107,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_108,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_109,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_106,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_104,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_103,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_105,0.4930058000682361,0.8013840830449827,0.6668909825033648,0.1344931005416179,0.15202735852652002
AL_9,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_11,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_10,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_14,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_7,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_12,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_13,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_15,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
AL_8,0.3903104742408734,0.8129370629370629,0.6821488528259653,0.13078821011109765,0.14425215190331825
EK_2,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
CAT_5,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
EK_8,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
CAT_3,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
CAT_4,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
EK_5,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
EK_6,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
EK_7,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
EK_4,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
EK_1,0.12248379392698738,0.6016713091922006,0.7515552099533437,-0.1498839007611431,-0.11110052452269435
AA_2,0.11941316956670078,0.6,0.7512592018597443,-0.15125920185974429,-0.11089915693622118
AA_1,0.1187308085977482,0.603448275862069,0.7506775067750677,-0.14722923091299878,-0.10767733151778151
CAT_6,0.9771409075400888,0.7395251396648045,0.4626865671641791,0.2768385725006254,0.09354679764899802
AL_186,0.3135448652337086,0.7921653971708379,0.7062624254473161,0.08590297172352179,0.09010696203673406
EK_9,0.20709655407710678,0.6721581548599671,0.7491394148020654,-0.07698125994209826,-0.0705303173546035
EK_3,0.45377004435346296,0.7654135338345864,0.7064334790755777,0.05898005475900869,0.06639036764238082
AL_65,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_66,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_64,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_67,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_74,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_73,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_72,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_71,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_69,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_70,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_68,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_46,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_62,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_47,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_44,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_45,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_43,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_42,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_40,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_41,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_50,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_49,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_56,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_55,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_54,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_53,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_52,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_51,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_48,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_61,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_39,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_63,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_60,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_59,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_57,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
AL_58,0.48345274650290004,0.7600564573041637,0.7080581241743725,0.051998333129791185,0.05875105916025643
