path,classification,reason,recommended_action,archive_target,execution_status
reports/eda_notebook_outputs/figures/ek_spearman_correlation.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/figures/missingness_top80.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/figures/top10_numeric_boxplots.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase1_constant_near_constant.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase1_missingness_profile.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase1_overlaps.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase1_schema_class_balance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_aa_frequency.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_aa_pairs.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_al_distribution_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_al_groups_by_n_notna.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_cat_label_rates.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_cat_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_ek_spearman_correlation.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase2_ek_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase3_missingness_as_feature.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase3_numeric_auc_ranked.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase4_al_pca.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase4_al_triplet_correlations.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase4_cross_group_spearman.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase4_high_cross_group_correlations.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase4_leakage_suspects.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase5_panel_unique_vs_shared.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase5_top10_cross_dataset_shift.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/eda_notebook_outputs/tables/phase6_acmg_interpretation.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/acmg_feature_mapping.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_beeswarm.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_case_confusion_matrix.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_case_panel_unique_confusion_matrix.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_dependence_EK7_by_EK9.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_dependence_npops_by_maxAF.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_global_bar.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_global_importance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_group_importance.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_01_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_02_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_03_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_04_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_05_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_06_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_07_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_08_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_09_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_10_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_11_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_12_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_13_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_14_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_15_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_cases.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_01_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_02_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_03_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_04_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_05_TP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_06_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_07_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_08_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_09_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_10_TN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_11_FP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_12_FP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_13_FP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_14_FP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_15_FP.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_16_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_17_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_18_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_19_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_20_FN.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/explainability/shap_waterfall_panel_unique_cases.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/advanced_threshold_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/brier_logloss_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/calibration_curves.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/class_distribution_by_dataset.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/confusion_matrix_cftr_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/confusion_matrix_kanser_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/confusion_matrix_master.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/confusion_matrix_pah_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/confusion_matrix_panel_unique_combined.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/correlation_matrix_top_features.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/error_analysis_key_features.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/advanced_threshold_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/brier_logloss_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/calibration_curves.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/class_distribution_by_dataset.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/confusion_matrix_cftr_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/confusion_matrix_kanser_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/confusion_matrix_master.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/confusion_matrix_pah_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/confusion_matrix_panel_unique_combined.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/correlation_matrix_top_features.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/error_analysis_key_features.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/feature_group_ablation_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/feature_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/feature_importance_top30.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/fold_threshold_distribution.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/missingness_by_feature_group.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/model_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/model_comparison_metrics.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/optuna_medical_optimization_history.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/optuna_param_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/panel_confusion_matrices.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/panel_error_feature_distributions.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/phase10_before_after_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/pr_curve_master.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/pr_curve_panel_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/roc_curve_master.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/roc_curve_panel_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/threshold_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/threshold_metric_curves.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/threshold_optimization.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/experiments/experiment_001_initial/train_vs_validation_metrics.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/feature_group_ablation_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/feature_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/feature_importance_top30.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/fold_threshold_distribution.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/missingness_by_feature_group.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/model_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/model_comparison_metrics.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/optuna_medical_optimization_history.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/optuna_param_importance.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/panel_confusion_matrices.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/panel_error_feature_distributions.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/phase10_before_after_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/pr_curve_master.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/pr_curve_panel_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/roc_curve_master.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/roc_curve_panel_unique.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/threshold_comparison.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/threshold_metric_curves.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/threshold_optimization.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/figures/train_vs_validation_metrics.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/implementation_checklist.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/ablation_fold_results.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/ablation_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/CFTR_unique_calibration.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/CFTR_unique_calibration_curve.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/critical_implementation_checklist.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/KANSER_unique_calibration.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/KANSER_unique_calibration_curve.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/l0_model_fold_metrics.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/l0_model_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/l0_stack_oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/lgbm_best_params_resumable.json,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/lgbm_optuna_convergence.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/lgbm_optuna_trials_resumable.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/lightgbm_oof_predictions.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/MASTER_PROMPT_IMPLEMENTATION_REPORT.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/optuna_lgbm_study.sqlite3,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/overlap_summary.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/PAH_unique_calibration.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/PAH_unique_calibration_curve.png,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/panel_unique_bootstrap_ci.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/master_prompt/statistical_tests.csv,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/model_diagnosis.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/model_performance_audit.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/model_performance_improvement_report.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
reports/model_zoo_summary.md,ARCHIVE_PREVIOUS_RESULTS,generated experiment/report material,move only after human approval,archive/previous_results/old_reports,NOT_EXECUTED
