dataset,column,missing_count,missing_rate
KANSER,AL_287,278,0.7164948453608248
KANSER,AL_288,278,0.7164948453608248
KANSER,AL_289,278,0.7164948453608248
KANSER,AL_290,271,0.6984536082474226
KANSER,AL_291,271,0.6984536082474226
KANSER,AL_292,271,0.6984536082474226
KANSER,AL_293,271,0.6984536082474226
KANSER,AL_294,271,0.6984536082474226
KANSER,AL_295,190,0.4896907216494845
KANSER,AL_296,190,0.4896907216494845
KANSER,AL_297,190,0.4896907216494845
KANSER,AL_298,190,0.4896907216494845
KANSER,AL_299,190,0.4896907216494845
KANSER,AL_300,190,0.4896907216494845
KANSER,AL_301,190,0.4896907216494845
KANSER,AL_302,190,0.4896907216494845
KANSER,AL_303,190,0.4896907216494845
KANSER,AL_304,190,0.4896907216494845
KANSER,AL_305,190,0.4896907216494845
KANSER,AL_306,190,0.4896907216494845
KANSER,AL_307,190,0.4896907216494845
KANSER,AL_308,190,0.4896907216494845
KANSER,AL_309,190,0.4896907216494845
KANSER,AL_310,190,0.4896907216494845
KANSER,AL_311,190,0.4896907216494845
KANSER,AL_312,190,0.4896907216494845
KANSER,AL_313,190,0.4896907216494845
KANSER,AL_314,190,0.4896907216494845
KANSER,AL_315,190,0.4896907216494845
KANSER,AL_316,190,0.4896907216494845
KANSER,AL_317,190,0.4896907216494845
KANSER,AL_318,190,0.4896907216494845
KANSER,AL_319,190,0.4896907216494845
KANSER,AL_320,190,0.4896907216494845
KANSER,AL_321,190,0.4896907216494845
KANSER,AL_322,190,0.4896907216494845
KANSER,AL_323,190,0.4896907216494845
KANSER,AL_324,190,0.4896907216494845
KANSER,AL_325,190,0.4896907216494845
KANSER,AL_326,190,0.4896907216494845
KANSER,AL_327,190,0.4896907216494845
KANSER,AL_328,190,0.4896907216494845
KANSER,AL_329,190,0.4896907216494845
KANSER,AL_330,190,0.4896907216494845
KANSER,AL_331,190,0.4896907216494845
KANSER,AL_332,190,0.4896907216494845
KANSER,AL_333,190,0.4896907216494845
KANSER,AL_334,190,0.4896907216494845
KANSER,EK_4,23,0.059278350515463915
KANSER,EK_5,23,0.059278350515463915
KANSER,EK_6,24,0.061855670103092786
KANSER,EK_7,23,0.059278350515463915
KANSER,EK_8,23,0.059278350515463915
KANSER,EK_9,24,0.061855670103092786
KANSER,AA_1,22,0.05670103092783505
KANSER,AA_2,22,0.05670103092783505
KANSER,Label,0,0.0
PAH,Variant_ID,0,0.0
PAH,AL_1,358,0.9623655913978495
PAH,AL_2,358,0.9623655913978495
PAH,AL_3,358,0.9623655913978495
PAH,AL_4,358,0.9623655913978495
PAH,AL_5,358,0.9623655913978495
PAH,AL_6,358,0.9623655913978495
PAH,AL_7,152,0.40860215053763443
PAH,AL_8,152,0.40860215053763443
PAH,AL_9,152,0.40860215053763443
PAH,AL_10,152,0.40860215053763443
PAH,AL_11,152,0.40860215053763443
PAH,AL_12,152,0.40860215053763443
PAH,AL_13,152,0.40860215053763443
PAH,AL_14,152,0.40860215053763443
PAH,AL_15,152,0.40860215053763443
PAH,AL_16,250,0.6720430107526881
PAH,AL_17,250,0.6720430107526881
PAH,AL_18,250,0.6720430107526881
PAH,AL_19,250,0.6720430107526881
PAH,AL_20,250,0.6720430107526881
PAH,AL_21,250,0.6720430107526881
PAH,AL_22,250,0.6720430107526881
PAH,AL_23,250,0.6720430107526881
PAH,AL_24,250,0.6720430107526881
PAH,AL_25,250,0.6720430107526881
PAH,AL_26,135,0.3629032258064516
PAH,CAT_1,135,0.3629032258064516
PAH,AL_27,358,0.9623655913978495
PAH,AL_28,358,0.9623655913978495
PAH,AL_29,358,0.9623655913978495
PAH,AL_30,358,0.9623655913978495
PAH,AL_31,358,0.9623655913978495
PAH,AL_32,358,0.9623655913978495
PAH,AL_33,358,0.9623655913978495
PAH,AL_34,358,0.9623655913978495
PAH,AL_35,358,0.9623655913978495
PAH,AL_36,358,0.9623655913978495
PAH,AL_37,358,0.9623655913978495
PAH,AL_38,358,0.9623655913978495
PAH,AL_39,216,0.5806451612903226
PAH,AL_40,216,0.5806451612903226
PAH,AL_41,216,0.5806451612903226
PAH,AL_42,216,0.5806451612903226
PAH,AL_43,216,0.5806451612903226
PAH,AL_44,216,0.5806451612903226
PAH,AL_45,216,0.5806451612903226
PAH,AL_46,216,0.5806451612903226
PAH,AL_47,216,0.5806451612903226
PAH,AL_48,216,0.5806451612903226
PAH,AL_49,216,0.5806451612903226
PAH,AL_50,216,0.5806451612903226
PAH,AL_51,216,0.5806451612903226
PAH,AL_52,216,0.5806451612903226
PAH,AL_53,216,0.5806451612903226
PAH,AL_54,216,0.5806451612903226
PAH,AL_55,216,0.5806451612903226
PAH,AL_56,216,0.5806451612903226
PAH,AL_57,216,0.5806451612903226
PAH,AL_58,216,0.5806451612903226
PAH,AL_59,216,0.5806451612903226
PAH,AL_60,216,0.5806451612903226
PAH,AL_61,216,0.5806451612903226
PAH,AL_62,216,0.5806451612903226
PAH,AL_63,216,0.5806451612903226
PAH,AL_64,216,0.5806451612903226
PAH,AL_65,216,0.5806451612903226
PAH,AL_66,216,0.5806451612903226
PAH,AL_67,216,0.5806451612903226
PAH,AL_68,216,0.5806451612903226
PAH,AL_69,216,0.5806451612903226
PAH,AL_70,216,0.5806451612903226
PAH,AL_71,216,0.5806451612903226
PAH,AL_72,216,0.5806451612903226
PAH,AL_73,216,0.5806451612903226
PAH,AL_74,216,0.5806451612903226
PAH,AL_75,228,0.6129032258064516
PAH,AL_76,228,0.6129032258064516
PAH,AL_77,228,0.6129032258064516
PAH,AL_78,228,0.6129032258064516
PAH,AL_79,228,0.6129032258064516
PAH,AL_80,228,0.6129032258064516
PAH,AL_81,228,0.6129032258064516
PAH,AL_82,228,0.6129032258064516
PAH,AL_83,228,0.6129032258064516
PAH,AL_84,228,0.6129032258064516
PAH,AL_85,228,0.6129032258064516
PAH,AL_86,228,0.6129032258064516
PAH,AL_87,228,0.6129032258064516
PAH,AL_88,228,0.6129032258064516
PAH,AL_89,228,0.6129032258064516
PAH,AL_90,228,0.6129032258064516
PAH,AL_91,228,0.6129032258064516
PAH,AL_92,228,0.6129032258064516
PAH,AL_93,228,0.6129032258064516
PAH,AL_94,228,0.6129032258064516
PAH,AL_95,228,0.6129032258064516
PAH,CAT_2,228,0.6129032258064516
PAH,AL_96,228,0.6129032258064516
PAH,AL_97,228,0.6129032258064516
PAH,AL_98,228,0.6129032258064516
PAH,CAT_3,11,0.02956989247311828
PAH,CAT_4,11,0.02956989247311828
PAH,EK_1,11,0.02956989247311828
PAH,EK_2,11,0.02956989247311828
PAH,EK_3,178,0.478494623655914
PAH,AL_99,170,0.45698924731182794
PAH,AL_100,170,0.45698924731182794
PAH,AL_101,170,0.45698924731182794
PAH,AL_102,170,0.45698924731182794
PAH,AL_103,170,0.45698924731182794
PAH,AL_104,170,0.45698924731182794
PAH,AL_105,170,0.45698924731182794
PAH,AL_106,170,0.45698924731182794
PAH,AL_107,170,0.45698924731182794
PAH,AL_108,170,0.45698924731182794
PAH,AL_109,170,0.45698924731182794
PAH,AL_110,170,0.45698924731182794
PAH,AL_111,170,0.45698924731182794
PAH,AL_112,170,0.45698924731182794
PAH,AL_113,170,0.45698924731182794
PAH,AL_114,170,0.45698924731182794
PAH,AL_115,170,0.45698924731182794
PAH,AL_116,170,0.45698924731182794
PAH,AL_117,170,0.45698924731182794
PAH,AL_118,170,0.45698924731182794
PAH,AL_119,170,0.45698924731182794
PAH,AL_120,170,0.45698924731182794
PAH,AL_121,170,0.45698924731182794
PAH,AL_122,170,0.45698924731182794
PAH,AL_123,170,0.45698924731182794
PAH,AL_124,170,0.45698924731182794
PAH,AL_125,170,0.45698924731182794
PAH,AL_126,170,0.45698924731182794
PAH,AL_127,170,0.45698924731182794
PAH,AL_128,170,0.45698924731182794
PAH,AL_129,170,0.45698924731182794
PAH,AL_130,170,0.45698924731182794
PAH,AL_131,170,0.45698924731182794
PAH,AL_132,170,0.45698924731182794
PAH,AL_133,170,0.45698924731182794
PAH,AL_134,170,0.45698924731182794
PAH,AL_135,170,0.45698924731182794
PAH,AL_136,170,0.45698924731182794
PAH,AL_137,170,0.45698924731182794
PAH,AL_138,170,0.45698924731182794
PAH,AL_139,170,0.45698924731182794
PAH,AL_140,170,0.45698924731182794
PAH,AL_141,170,0.45698924731182794
PAH,AL_142,170,0.45698924731182794
PAH,AL_143,170,0.45698924731182794
PAH,AL_144,170,0.45698924731182794
PAH,AL_145,170,0.45698924731182794
PAH,AL_146,170,0.45698924731182794
PAH,AL_147,170,0.45698924731182794
PAH,AL_148,170,0.45698924731182794
PAH,AL_149,170,0.45698924731182794
PAH,AL_150,170,0.45698924731182794
PAH,AL_151,170,0.45698924731182794
PAH,AL_152,170,0.45698924731182794
PAH,AL_153,170,0.45698924731182794
PAH,AL_154,170,0.45698924731182794
PAH,AL_155,170,0.45698924731182794
PAH,AL_156,170,0.45698924731182794
PAH,AL_157,170,0.45698924731182794
PAH,AL_158,170,0.45698924731182794
PAH,AL_159,170,0.45698924731182794
PAH,AL_160,170,0.45698924731182794
PAH,AL_161,170,0.45698924731182794
PAH,AL_162,170,0.45698924731182794
PAH,AL_163,170,0.45698924731182794
PAH,AL_164,170,0.45698924731182794
PAH,AL_165,170,0.45698924731182794
PAH,AL_166,170,0.45698924731182794
PAH,AL_167,170,0.45698924731182794
PAH,AL_168,170,0.45698924731182794
PAH,AL_169,170,0.45698924731182794
PAH,AL_170,170,0.45698924731182794
PAH,AL_171,170,0.45698924731182794
PAH,AL_172,170,0.45698924731182794
PAH,AL_173,170,0.45698924731182794
PAH,AL_174,170,0.45698924731182794
PAH,AL_175,170,0.45698924731182794
PAH,AL_176,170,0.45698924731182794
PAH,AL_177,170,0.45698924731182794
PAH,AL_178,170,0.45698924731182794
PAH,AL_179,170,0.45698924731182794
PAH,AL_180,170,0.45698924731182794
PAH,AL_181,170,0.45698924731182794
PAH,AL_182,170,0.45698924731182794
PAH,AL_183,253,0.6801075268817204
PAH,AL_184,253,0.6801075268817204
PAH,AL_185,253,0.6801075268817204
PAH,CAT_5,11,0.02956989247311828
PAH,AL_186,99,0.2661290322580645
PAH,AL_187,242,0.6505376344086021
PAH,AL_188,242,0.6505376344086021
PAH,AL_189,242,0.6505376344086021
PAH,AL_190,242,0.6505376344086021
PAH,AL_191,242,0.6505376344086021
PAH,AL_192,242,0.6505376344086021
PAH,AL_193,242,0.6505376344086021
PAH,AL_194,242,0.6505376344086021
PAH,AL_195,242,0.6505376344086021
PAH,AL_196,242,0.6505376344086021
PAH,AL_197,242,0.6505376344086021
PAH,AL_198,242,0.6505376344086021
PAH,AL_199,242,0.6505376344086021
PAH,AL_200,242,0.6505376344086021
PAH,AL_201,242,0.6505376344086021
PAH,AL_202,242,0.6505376344086021
PAH,AL_203,242,0.6505376344086021
PAH,AL_204,242,0.6505376344086021
PAH,AL_205,242,0.6505376344086021
PAH,AL_206,242,0.6505376344086021
PAH,AL_207,242,0.6505376344086021
PAH,AL_208,242,0.6505376344086021
PAH,AL_209,242,0.6505376344086021
PAH,AL_210,242,0.6505376344086021
PAH,AL_211,242,0.6505376344086021
PAH,AL_212,242,0.6505376344086021
PAH,AL_213,242,0.6505376344086021
PAH,AL_214,287,0.771505376344086
PAH,AL_215,287,0.771505376344086
PAH,AL_216,287,0.771505376344086
PAH,AL_217,287,0.771505376344086
PAH,AL_218,242,0.6505376344086021
PAH,AL_219,242,0.6505376344086021
PAH,AL_220,242,0.6505376344086021
PAH,AL_221,242,0.6505376344086021
PAH,AL_222,242,0.6505376344086021
PAH,CAT_6,372,1.0
PAH,AL_223,242,0.6505376344086021
PAH,AL_224,242,0.6505376344086021
PAH,AL_225,242,0.6505376344086021
PAH,AL_226,242,0.6505376344086021
PAH,AL_227,242,0.6505376344086021
PAH,AL_228,242,0.6505376344086021
PAH,AL_229,242,0.6505376344086021
PAH,AL_230,242,0.6505376344086021
PAH,AL_231,242,0.6505376344086021
PAH,AL_232,242,0.6505376344086021
PAH,AL_233,242,0.6505376344086021
PAH,AL_234,242,0.6505376344086021
PAH,AL_235,242,0.6505376344086021
PAH,AL_236,242,0.6505376344086021
PAH,AL_237,242,0.6505376344086021
PAH,AL_238,242,0.6505376344086021
PAH,AL_239,242,0.6505376344086021
PAH,AL_240,242,0.6505376344086021
PAH,AL_241,242,0.6505376344086021
PAH,AL_242,242,0.6505376344086021
PAH,AL_243,242,0.6505376344086021
PAH,AL_244,242,0.6505376344086021
PAH,AL_245,242,0.6505376344086021
PAH,AL_246,242,0.6505376344086021
PAH,AL_247,242,0.6505376344086021
PAH,AL_248,242,0.6505376344086021
PAH,AL_249,242,0.6505376344086021
PAH,AL_250,249,0.6693548387096774
PAH,AL_251,249,0.6693548387096774
PAH,AL_252,249,0.6693548387096774
PAH,AL_253,249,0.6693548387096774
PAH,AL_254,242,0.6505376344086021
PAH,AL_255,242,0.6505376344086021
PAH,AL_256,242,0.6505376344086021
PAH,AL_257,242,0.6505376344086021
PAH,AL_258,242,0.6505376344086021
PAH,AL_259,242,0.6505376344086021
PAH,AL_260,242,0.6505376344086021
PAH,AL_261,242,0.6505376344086021
PAH,AL_262,242,0.6505376344086021
PAH,AL_263,242,0.6505376344086021
PAH,AL_264,242,0.6505376344086021
PAH,AL_265,242,0.6505376344086021
PAH,AL_266,242,0.6505376344086021
PAH,AL_267,242,0.6505376344086021
PAH,AL_268,242,0.6505376344086021
PAH,AL_269,242,0.6505376344086021
PAH,AL_270,242,0.6505376344086021
PAH,AL_271,242,0.6505376344086021
PAH,AL_272,242,0.6505376344086021
PAH,AL_273,242,0.6505376344086021
PAH,AL_274,242,0.6505376344086021
PAH,AL_275,242,0.6505376344086021
PAH,AL_276,242,0.6505376344086021
PAH,AL_277,242,0.6505376344086021
PAH,AL_278,242,0.6505376344086021
PAH,AL_279,242,0.6505376344086021
PAH,AL_280,242,0.6505376344086021
PAH,AL_281,242,0.6505376344086021
PAH,AL_282,242,0.6505376344086021
PAH,AL_283,242,0.6505376344086021
PAH,AL_284,242,0.6505376344086021
PAH,AL_285,242,0.6505376344086021
PAH,AL_286,250,0.6720430107526881
PAH,AL_287,250,0.6720430107526881
PAH,AL_288,250,0.6720430107526881
PAH,AL_289,250,0.6720430107526881
PAH,AL_290,242,0.6505376344086021
PAH,AL_291,242,0.6505376344086021
PAH,AL_292,242,0.6505376344086021
PAH,AL_293,242,0.6505376344086021
PAH,AL_294,242,0.6505376344086021
PAH,AL_295,126,0.3387096774193548
PAH,AL_296,126,0.3387096774193548
PAH,AL_297,126,0.3387096774193548
PAH,AL_298,126,0.3387096774193548
PAH,AL_299,126,0.3387096774193548
PAH,AL_300,126,0.3387096774193548
PAH,AL_301,126,0.3387096774193548
PAH,AL_302,126,0.3387096774193548
PAH,AL_303,126,0.3387096774193548
PAH,AL_304,126,0.3387096774193548
PAH,AL_305,126,0.3387096774193548
PAH,AL_306,126,0.3387096774193548
PAH,AL_307,126,0.3387096774193548
PAH,AL_308,126,0.3387096774193548
PAH,AL_309,126,0.3387096774193548
PAH,AL_310,126,0.3387096774193548
PAH,AL_311,126,0.3387096774193548
PAH,AL_312,126,0.3387096774193548
PAH,AL_313,126,0.3387096774193548
PAH,AL_314,126,0.3387096774193548
PAH,AL_315,126,0.3387096774193548
PAH,AL_316,126,0.3387096774193548
PAH,AL_317,126,0.3387096774193548
PAH,AL_318,126,0.3387096774193548
PAH,AL_319,126,0.3387096774193548
PAH,AL_320,126,0.3387096774193548
PAH,AL_321,126,0.3387096774193548
PAH,AL_322,126,0.3387096774193548
PAH,AL_323,126,0.3387096774193548
PAH,AL_324,126,0.3387096774193548
PAH,AL_325,126,0.3387096774193548
PAH,AL_326,126,0.3387096774193548
PAH,AL_327,126,0.3387096774193548
PAH,AL_328,126,0.3387096774193548
PAH,AL_329,126,0.3387096774193548
PAH,AL_330,126,0.3387096774193548
PAH,AL_331,126,0.3387096774193548
PAH,AL_332,126,0.3387096774193548
PAH,AL_333,126,0.3387096774193548
PAH,AL_334,126,0.3387096774193548
PAH,EK_4,11,0.02956989247311828
PAH,EK_5,11,0.02956989247311828
PAH,EK_6,11,0.02956989247311828
PAH,EK_7,11,0.02956989247311828
PAH,EK_8,11,0.02956989247311828
PAH,EK_9,11,0.02956989247311828
PAH,AA_1,9,0.024193548387096774
PAH,AA_2,9,0.024193548387096774
PAH,Label,0,0.0
CFTR,Variant_ID,0,0.0
CFTR,AL_1,96,0.8648648648648649
CFTR,AL_2,96,0.8648648648648649
CFTR,AL_3,96,0.8648648648648649
CFTR,AL_4,96,0.8648648648648649
CFTR,AL_5,96,0.8648648648648649
CFTR,AL_6,96,0.8648648648648649
CFTR,AL_7,17,0.15315315315315314
CFTR,AL_8,17,0.15315315315315314
CFTR,AL_9,17,0.15315315315315314
CFTR,AL_10,17,0.15315315315315314
CFTR,AL_11,17,0.15315315315315314
CFTR,AL_12,17,0.15315315315315314
CFTR,AL_13,17,0.15315315315315314
CFTR,AL_14,17,0.15315315315315314
CFTR,AL_15,17,0.15315315315315314
CFTR,AL_16,56,0.5045045045045045
CFTR,AL_17,56,0.5045045045045045
CFTR,AL_18,56,0.5045045045045045
CFTR,AL_19,56,0.5045045045045045
CFTR,AL_20,56,0.5045045045045045
CFTR,AL_21,56,0.5045045045045045
CFTR,AL_22,56,0.5045045045045045
CFTR,AL_23,56,0.5045045045045045
CFTR,AL_24,56,0.5045045045045045
CFTR,AL_25,56,0.5045045045045045
CFTR,AL_26,16,0.14414414414414414
CFTR,CAT_1,16,0.14414414414414414
CFTR,AL_27,96,0.8648648648648649
CFTR,AL_28,96,0.8648648648648649
CFTR,AL_29,96,0.8648648648648649
CFTR,AL_30,96,0.8648648648648649
CFTR,AL_31,96,0.8648648648648649
CFTR,AL_32,96,0.8648648648648649
CFTR,AL_33,96,0.8648648648648649
CFTR,AL_34,96,0.8648648648648649
CFTR,AL_35,96,0.8648648648648649
CFTR,AL_36,96,0.8648648648648649
CFTR,AL_37,96,0.8648648648648649
CFTR,AL_38,96,0.8648648648648649
CFTR,AL_39,33,0.2972972972972973
CFTR,AL_40,33,0.2972972972972973
CFTR,AL_41,33,0.2972972972972973
CFTR,AL_42,33,0.2972972972972973
CFTR,AL_43,33,0.2972972972972973
CFTR,AL_44,33,0.2972972972972973
CFTR,AL_45,33,0.2972972972972973
CFTR,AL_46,33,0.2972972972972973
CFTR,AL_47,33,0.2972972972972973
CFTR,AL_48,33,0.2972972972972973
CFTR,AL_49,33,0.2972972972972973
CFTR,AL_50,33,0.2972972972972973
CFTR,AL_51,33,0.2972972972972973
CFTR,AL_52,33,0.2972972972972973
CFTR,AL_53,33,0.2972972972972973
CFTR,AL_54,33,0.2972972972972973
CFTR,AL_55,33,0.2972972972972973
CFTR,AL_56,33,0.2972972972972973
CFTR,AL_57,33,0.2972972972972973
CFTR,AL_58,33,0.2972972972972973
CFTR,AL_59,33,0.2972972972972973
CFTR,AL_60,33,0.2972972972972973
CFTR,AL_61,33,0.2972972972972973
CFTR,AL_62,33,0.2972972972972973
CFTR,AL_63,33,0.2972972972972973
CFTR,AL_64,33,0.2972972972972973
CFTR,AL_65,33,0.2972972972972973
CFTR,AL_66,33,0.2972972972972973
CFTR,AL_67,33,0.2972972972972973
CFTR,AL_68,33,0.2972972972972973
CFTR,AL_69,33,0.2972972972972973
CFTR,AL_70,33,0.2972972972972973
CFTR,AL_71,33,0.2972972972972973
CFTR,AL_72,33,0.2972972972972973
CFTR,AL_73,33,0.2972972972972973
CFTR,AL_74,33,0.2972972972972973
CFTR,AL_75,37,0.3333333333333333
CFTR,AL_76,37,0.3333333333333333
CFTR,AL_77,37,0.3333333333333333
CFTR,AL_78,37,0.3333333333333333
CFTR,AL_79,37,0.3333333333333333
CFTR,AL_80,37,0.3333333333333333
CFTR,AL_81,37,0.3333333333333333
CFTR,AL_82,37,0.3333333333333333
CFTR,AL_83,37,0.3333333333333333
CFTR,AL_84,37,0.3333333333333333
CFTR,AL_85,37,0.3333333333333333
CFTR,AL_86,37,0.3333333333333333
CFTR,AL_87,37,0.3333333333333333
CFTR,AL_88,37,0.3333333333333333
CFTR,AL_89,37,0.3333333333333333
CFTR,AL_90,37,0.3333333333333333
CFTR,AL_91,37,0.3333333333333333
CFTR,AL_92,37,0.3333333333333333
CFTR,AL_93,37,0.3333333333333333
CFTR,AL_94,37,0.3333333333333333
CFTR,AL_95,37,0.3333333333333333
CFTR,CAT_2,37,0.3333333333333333
CFTR,AL_96,37,0.3333333333333333
CFTR,AL_97,37,0.3333333333333333
CFTR,AL_98,37,0.3333333333333333
CFTR,CAT_3,0,0.0
CFTR,CAT_4,0,0.0
CFTR,EK_1,0,0.0
CFTR,EK_2,0,0.0
CFTR,EK_3,49,0.44144144144144143
CFTR,AL_99,22,0.1981981981981982
CFTR,AL_100,22,0.1981981981981982
CFTR,AL_101,22,0.1981981981981982
CFTR,AL_102,22,0.1981981981981982
CFTR,AL_103,22,0.1981981981981982
CFTR,AL_104,22,0.1981981981981982
CFTR,AL_105,22,0.1981981981981982
CFTR,AL_106,22,0.1981981981981982
CFTR,AL_107,22,0.1981981981981982
CFTR,AL_108,22,0.1981981981981982
CFTR,AL_109,22,0.1981981981981982
CFTR,AL_110,22,0.1981981981981982
CFTR,AL_111,22,0.1981981981981982
CFTR,AL_112,22,0.1981981981981982
CFTR,AL_113,22,0.1981981981981982
CFTR,AL_114,22,0.1981981981981982
CFTR,AL_115,22,0.1981981981981982
CFTR,AL_116,22,0.1981981981981982
CFTR,AL_117,22,0.1981981981981982
CFTR,AL_118,22,0.1981981981981982
CFTR,AL_119,22,0.1981981981981982
CFTR,AL_120,22,0.1981981981981982
CFTR,AL_121,22,0.1981981981981982
CFTR,AL_122,22,0.1981981981981982
CFTR,AL_123,22,0.1981981981981982
CFTR,AL_124,22,0.1981981981981982
CFTR,AL_125,22,0.1981981981981982
CFTR,AL_126,22,0.1981981981981982
CFTR,AL_127,22,0.1981981981981982
CFTR,AL_128,22,0.1981981981981982
CFTR,AL_129,22,0.1981981981981982
CFTR,AL_130,22,0.1981981981981982
CFTR,AL_131,22,0.1981981981981982
CFTR,AL_132,22,0.1981981981981982
CFTR,AL_133,22,0.1981981981981982
CFTR,AL_134,22,0.1981981981981982
CFTR,AL_135,22,0.1981981981981982
CFTR,AL_136,22,0.1981981981981982
CFTR,AL_137,22,0.1981981981981982
CFTR,AL_138,22,0.1981981981981982
CFTR,AL_139,22,0.1981981981981982
CFTR,AL_140,22,0.1981981981981982
CFTR,AL_141,22,0.1981981981981982
CFTR,AL_142,22,0.1981981981981982
CFTR,AL_143,22,0.1981981981981982
CFTR,AL_144,22,0.1981981981981982
CFTR,AL_145,22,0.1981981981981982
CFTR,AL_146,22,0.1981981981981982
CFTR,AL_147,22,0.1981981981981982
CFTR,AL_148,22,0.1981981981981982
CFTR,AL_149,22,0.1981981981981982
CFTR,AL_150,22,0.1981981981981982
CFTR,AL_151,22,0.1981981981981982
CFTR,AL_152,22,0.1981981981981982
CFTR,AL_153,22,0.1981981981981982
CFTR,AL_154,22,0.1981981981981982
CFTR,AL_155,22,0.1981981981981982
CFTR,AL_156,22,0.1981981981981982
CFTR,AL_157,22,0.1981981981981982
CFTR,AL_158,22,0.1981981981981982
CFTR,AL_159,22,0.1981981981981982
CFTR,AL_160,22,0.1981981981981982
CFTR,AL_161,22,0.1981981981981982
CFTR,AL_162,22,0.1981981981981982
CFTR,AL_163,22,0.1981981981981982
CFTR,AL_164,22,0.1981981981981982
CFTR,AL_165,22,0.1981981981981982
CFTR,AL_166,22,0.1981981981981982
CFTR,AL_167,22,0.1981981981981982
CFTR,AL_168,22,0.1981981981981982
CFTR,AL_169,22,0.1981981981981982
CFTR,AL_170,22,0.1981981981981982
CFTR,AL_171,22,0.1981981981981982
CFTR,AL_172,22,0.1981981981981982
CFTR,AL_173,22,0.1981981981981982
CFTR,AL_174,22,0.1981981981981982
CFTR,AL_175,22,0.1981981981981982
CFTR,AL_176,22,0.1981981981981982
CFTR,AL_177,22,0.1981981981981982
CFTR,AL_178,22,0.1981981981981982
CFTR,AL_179,22,0.1981981981981982
CFTR,AL_180,22,0.1981981981981982
CFTR,AL_181,22,0.1981981981981982
CFTR,AL_182,22,0.1981981981981982
CFTR,AL_183,55,0.4954954954954955
CFTR,AL_184,55,0.4954954954954955
CFTR,AL_185,55,0.4954954954954955
CFTR,CAT_5,0,0.0
CFTR,AL_186,7,0.06306306306306306
CFTR,AL_187,41,0.36936936936936937
CFTR,AL_188,41,0.36936936936936937
CFTR,AL_189,41,0.36936936936936937
CFTR,AL_190,41,0.36936936936936937
CFTR,AL_191,41,0.36936936936936937
CFTR,AL_192,41,0.36936936936936937
CFTR,AL_193,41,0.36936936936936937
CFTR,AL_194,41,0.36936936936936937
CFTR,AL_195,41,0.36936936936936937
CFTR,AL_196,41,0.36936936936936937
CFTR,AL_197,41,0.36936936936936937
CFTR,AL_198,41,0.36936936936936937
CFTR,AL_199,41,0.36936936936936937
CFTR,AL_200,41,0.36936936936936937
CFTR,AL_201,41,0.36936936936936937
CFTR,AL_202,41,0.36936936936936937
CFTR,AL_203,41,0.36936936936936937
CFTR,AL_204,41,0.36936936936936937
CFTR,AL_205,41,0.36936936936936937
CFTR,AL_206,41,0.36936936936936937
CFTR,AL_207,41,0.36936936936936937
CFTR,AL_208,41,0.36936936936936937
CFTR,AL_209,41,0.36936936936936937
CFTR,AL_210,41,0.36936936936936937
CFTR,AL_211,41,0.36936936936936937
CFTR,AL_212,41,0.36936936936936937
CFTR,AL_213,41,0.36936936936936937
CFTR,AL_214,56,0.5045045045045045
CFTR,AL_215,56,0.5045045045045045
CFTR,AL_216,56,0.5045045045045045
CFTR,AL_217,56,0.5045045045045045
CFTR,AL_218,41,0.36936936936936937
CFTR,AL_219,41,0.36936936936936937
CFTR,AL_220,41,0.36936936936936937
CFTR,AL_221,41,0.36936936936936937
CFTR,AL_222,41,0.36936936936936937
CFTR,CAT_6,109,0.9819819819819819
CFTR,AL_223,41,0.36936936936936937
CFTR,AL_224,41,0.36936936936936937
CFTR,AL_225,41,0.36936936936936937
CFTR,AL_226,41,0.36936936936936937
CFTR,AL_227,41,0.36936936936936937
CFTR,AL_228,41,0.36936936936936937
CFTR,AL_229,41,0.36936936936936937
CFTR,AL_230,41,0.36936936936936937
CFTR,AL_231,41,0.36936936936936937
CFTR,AL_232,41,0.36936936936936937
CFTR,AL_233,41,0.36936936936936937
CFTR,AL_234,41,0.36936936936936937
CFTR,AL_235,41,0.36936936936936937
CFTR,AL_236,41,0.36936936936936937
CFTR,AL_237,41,0.36936936936936937
CFTR,AL_238,41,0.36936936936936937
CFTR,AL_239,41,0.36936936936936937
CFTR,AL_240,41,0.36936936936936937
CFTR,AL_241,41,0.36936936936936937
CFTR,AL_242,41,0.36936936936936937
CFTR,AL_243,41,0.36936936936936937
CFTR,AL_244,41,0.36936936936936937
CFTR,AL_245,41,0.36936936936936937
CFTR,AL_246,41,0.36936936936936937
CFTR,AL_247,41,0.36936936936936937
CFTR,AL_248,41,0.36936936936936937
CFTR,AL_249,41,0.36936936936936937
CFTR,AL_250,43,0.38738738738738737
CFTR,AL_251,43,0.38738738738738737
CFTR,AL_252,43,0.38738738738738737
CFTR,AL_253,43,0.38738738738738737
CFTR,AL_254,41,0.36936936936936937
CFTR,AL_255,41,0.36936936936936937
CFTR,AL_256,41,0.36936936936936937
CFTR,AL_257,41,0.36936936936936937
CFTR,AL_258,41,0.36936936936936937
CFTR,AL_259,41,0.36936936936936937
CFTR,AL_260,41,0.36936936936936937
CFTR,AL_261,41,0.36936936936936937
CFTR,AL_262,41,0.36936936936936937
CFTR,AL_263,41,0.36936936936936937
CFTR,AL_264,41,0.36936936936936937
